7050 1008.71 791.102 628.4 508.252 418.304 350.298 298.639 259.409 229.683
7080 1009.49 792.199 629.604 509.474 419.499 351.431 299.681 260.325 230.438
7110 1010.26 793.29 630.804 510.692 420.688 352.559 300.716 261.235 231.187
7140 1011.03 794.378 631.998 511.904 421.872 353.679 301.744 262.137 231.929
7170 1011.8 795.46 633.188 513.111 423.05 354.794 302.765 263.032 232.664
7200 1012.56 796.538 634.373 514.313 424.222 355.902 303.779 263.921 233.393
7230 1013.32 797.611 635.553 515.509 425.388 357.004 304.787 264.802 234.116
7260 1014.07 798.68 636.729 516.701 426.548 358.099 305.788 265.677 234.832
7290 1014.82 799.745 637.899 517.887 427.703 359.188 306.782 266.546 235.542
7320 1015.57 800.804 639.065 519.068 428.853 360.271 307.77 267.407 236.246
7350 1016.32 801.86 640.226 520.244 429.996 361.348 308.751 268.263 236.944
7380 1017.06 802.911 641.382 521.415 431.134 362.419 309.726 269.111 237.636
7410 1017.79 803.957 642.534 522.58 432.266 363.484 310.695 269.954 238.322
7440 1018.53 804.999 643.68 523.74 433.393 364.543 311.657 270.79 239.002
7470 1019.26 806.037 644.822 524.896 434.514 365.595 312.613 271.62 239.677
7500 1019.99 807.07 645.959 526.046 435.63 366.642 313.563 272.444 240.345
7530 1020.71 808.098 647.092 527.191 436.74 367.683 314.506 273.262 241.009
7560 1021.43 809.122 648.219 528.331 437.845 368.718 315.444 274.074 241.666
7590 1022.15 810.142 649.342 529.465 438.944 369.748 316.376 274.88 242.318
7620 1022.86 811.158 650.46 530.595 440.038 370.771 317.301 275.68 242.965
7650 1023.57 812.169 651.574 531.72 441.126 371.789 318.221 276.474 243.607
7680 1024.28 813.176 652.682 532.839 442.209 372.801 319.135 277.262 244.243
7710 1024.98 814.178 653.786 533.954 443.286 373.808 320.043 278.045 244.874
7740 1025.69 815.176 654.886 535.063 444.359 374.809 320.945 278.822 245.499
7770 1026.38 816.17 655.98 536.168 445.425 375.804 321.842 279.594 246.12
7800 1027.08 817.16 657.07 537.267 446.487 376.794 322.733 280.36 246.735
7830 1027.77 818.145 658.156 538.362 447.543 377.778 323.618 281.12 247.346
7860 1028.46 819.126 659.236 539.452 448.594 378.757 324.498 281.875 247.952
7890 1029.14 820.103 660.313 540.536 449.64 379.73 325.372 282.625 248.553
7920 1029.83 821.076 661.384 541.616 450.681 380.698 326.241 283.37 249.149
7950 1030.51 822.044 662.451 542.691 451.716 381.661 327.104 284.109 249.74
7980 1031.18 823.009 663.513 543.761 452.747 382.618 327.962 284.843 250.326
8010 1031.86 823.969 664.571 544.826 453.772 383.57 328.815 285.572 250.908
8040 1032.53 824.925 665.624 545.886 454.792 384.517 329.662 286.296 251.486
8070 1033.19 825.876 666.673 546.942 455.807 385.458 330.504 287.015 252.058
8100 1033.86 826.824 667.717 547.992 456.817 386.395 331.341 287.729 252.627
8130 1034.52 827.768 668.757 549.038 457.822 387.326 332.173 288.438 253.19
8160 1035.18 828.707 669.792 550.079 458.822 388.252 332.999 289.142 253.75
8190 1035.84 829.643 670.823 551.116 459.817 389.173 333.821 289.841 254.305
8220 1036.49 830.574 671.849 552.147 460.807 390.089 334.637 290.535 254.856
8250 1037.14 831.502 672.871 553.174 461.792 391 335.449 291.225 255.402
8280 1037.79 832.425 673.888 554.197 462.773 391.906 336.256 291.91 255.944
8310 1038.43 833.345 674.901 555.214 463.748 392.807 337.057 292.59 256.482
8340 1039.07 834.26 675.91 556.227 464.719 393.703 337.854 293.265 257.016
8370 1039.71 835.172 676.914 557.235 465.684 394.595 338.646 293.936 257.546
8400 1040.35 836.079 677.914 558.239 466.645 395.481 339.433 294.603 258.072
8430 1040.98 836.983 678.909 559.238 467.602 396.363 340.216 295.265 258.594
8460 1041.62 837.883 679.9 560.232 468.553 397.24 340.993 295.922 259.111
8490 1042.25 838.779 680.887 561.222 469.5 398.112 341.767 296.575 259.625
8520 1042.87 839.671 681.87 562.208 470.442 398.979 342.535 297.224 260.135
8550 1043.5 840.559 682.848 563.188 471.38 399.842 343.299 297.868 260.641
8580 1044.12 841.443 683.822 564.165 472.312 400.7 344.058 298.508 261.144
8610 1044.74 842.324 684.792 565.137 473.241 401.554 344.813 299.144 261.642
8640 1045.35 843.201 685.757 566.104 474.164 402.403 345.563 299.775 262.137
8670 1045.97 844.074 686.719 567.067 475.083 403.247 346.308 300.403 262.628
8700 1046.58 844.943 687.676 568.026 475.998 404.087 347.05 301.026 263.116
8730 1047.18 845.809 688.629 568.98 476.908 404.922 347.787 301.645 263.6
8760 1047.79 846.67 689.578 569.93 477.814 405.753 348.519 302.26 264.08
8790 1048.39 847.529 690.523 570.875 478.715 406.579 349.247 302.871 264.557
8820 1049 848.383 691.463 571.817 479.611 407.401 349.971 303.478 265.03
8850 1049.59 849.234 692.4 572.754 480.503 408.218 350.691 304.081 265.5
8880 1050.19 850.081 693.332 573.686 481.391 409.032 351.406 304.68 265.966
8910 1050.79 850.925 694.261 574.614 482.275 409.84 352.117 305.275 266.429
8940 1051.38 851.765 695.185 575.538 483.154 410.645 352.824 305.866 266.889
8970 1051.97 852.601 696.105 576.458 484.029 411.445 353.527 306.453 267.345
9000 1052.55 853.434 697.022 577.374 484.899 412.241 354.226 307.037 267.798
9030 1053.14 854.263 697.934 578.285 485.765 413.033 354.92 307.617 268.247
9060 1053.72 855.089 698.843 579.193 486.627 413.82 355.611 308.193 268.694
9090 1054.3 855.911 699.747 580.096 487.485 414.603 356.298 308.765 269.137
9120 1054.88 856.73 700.648 580.995 488.339 415.383 356.98 309.334 269.577
9150 1055.46 857.545 701.544 581.89 489.188 416.158 357.659 309.899 270.014
9180 1056.03 858.357 702.437 582.781 490.033 416.929 358.333 310.46 270.447
9210 1056.6 859.166 703.326 583.667 490.875 417.695 359.004 311.018 270.878
9240 1057.17 859.971 704.211 584.55 491.712 418.458 359.671 311.572 271.305
9270 1057.74 860.772 705.092 585.429 492.544 419.217 360.334 312.123 271.73
9300 1058.3 861.57 705.969 586.303 493.373 419.972 360.993 312.67 272.151
9330 1058.86 862.365 706.843 587.174 494.198 420.723 361.649 313.214 272.57
9360 1059.43 863.157 707.713 588.041 495.019 421.469 362.301 313.754 272.985
9390 1059.98 863.945 708.579 588.904 495.836 422.212 362.949 314.291 273.398
9420 1060.54 864.73 709.441 589.763 496.649 422.951 363.593 314.825 273.807
9450 1061.09 865.511 710.3 590.618 497.457 423.687 364.233 315.355 274.214
9480 1061.65 866.29 711.154 591.469 498.262 424.418 364.87 315.882 274.618
9510 1062.2 867.065 712.006 592.316 499.063 425.145 365.503 316.405 275.019
9540 1062.75 867.837 712.853 593.159 499.861 425.869 366.133 316.925 275.418
9570 1063.29 868.605 713.697 593.999 500.654 426.589 366.759 317.442 275.813
9600 1063.84 869.371 714.537 594.835 501.443 427.305 367.382 317.956 276.206
9630 1064.38 870.133 715.374 595.667 502.229 428.017 368.001 318.467 276.596
9660 1064.92 870.892 716.207 596.495 503.011 428.726 368.616 318.974 276.983
9690 1065.46 871.648 717.036 597.319 503.789 429.431 369.228 319.478 277.368
9720 1065.99 872.4 717.862 598.14 504.563 430.132 369.837 319.979 277.75
9750 1066.53 873.15 718.684 598.957 505.334 430.83 370.442 320.477 278.129
9780 1067.06 873.897 719.503 599.77 506.1 431.524 371.043 320.972 278.506
9810 1067.59 874.64 720.318 600.58 506.863 432.215 371.642 321.464 278.881
9840 1068.12 875.381 721.13 601.386 507.623 432.901 372.237 321.953 279.252
9870 1068.64 876.118 721.938 602.188 508.379 433.585 372.828 322.438 279.621
9900 1069.17 876.852 722.743 602.987 509.131 434.264 373.417 322.921 279.988
